billboard_position,song_name,artist,year,genre,genres,song_popularity,song_type
27,Mercy,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",38.0,Solo
27,Mercy,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",66.0,Solo
27,Mercy,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",4.0,Solo
27,Mercy,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",70.0,Solo
27,Mercy,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",79.0,Solo
27,Mercy,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",68.0,Collaboration
27,Mercy,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",38.0,Solo
27,Mercy,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",66.0,Solo
27,Mercy,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",4.0,Solo
27,Mercy,Pusha T,2012,gangster rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",70.0,Solo
27,Mercy,Pusha T,2012,gangster rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",79.0,Solo
27,Mercy,Pusha T,2012,gangster rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",68.0,Collaboration
27,Mercy,Pusha T,2012,gangster rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",38.0,Solo
27,Mercy,Pusha T,2012,gangster rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",66.0,Solo
27,Mercy,Pusha T,2012,gangster rap,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",4.0,Solo
27,Mercy,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",70.0,Solo
27,Mercy,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",79.0,Solo
27,Mercy,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",68.0,Collaboration
27,Mercy,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",38.0,Solo
27,Mercy,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",66.0,Solo
27,Mercy,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",4.0,Solo
28,Boyfriend,Justin Bieber,2012,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",68.0,Solo
28,Boyfriend,Justin Bieber,2012,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",46.0,Collaboration
28,Boyfriend,Justin Bieber,2012,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",42.0,Solo
29,Party Rock Anthem,LMFAO,2012,dance pop,"['dance pop', 'pop', 'pop rap']",,
29,Party Rock Anthem,Lauren Bennett,2012,-,[],,
29,Party Rock Anthem,GoonRock,2012,-,[],,
30,Too Close,Alex Clare,2012,modern alternative rock,['modern alternative rock'],59.0,Solo
30,Too Close,Alex Clare,2012,modern alternative rock,['modern alternative rock'],63.0,Solo
31,Part of Me,Katy Perry,2012,dance pop,"['dance pop', 'pop', 'post-teen pop']",68.0,Solo
32,"Young, Wild & Free",Snoop Dogg,2012,g funk,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",,
32,"Young, Wild & Free",Wiz Khalifa,2012,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
32,"Young, Wild & Free",Bruno Mars,2012,pop,"['pop', 'post-teen pop']",,
33,We Are Never Ever Getting Back Together,Taylor Swift,2012,dance pop,"['dance pop', 'pop', 'post-teen pop']",72.0,Solo
34,As Long as You Love Me,Justin Bieber,2012,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",,
34,As Long as You Love Me,Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
35,Turn Me On,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",66.0,Solo
35,Turn Me On,Nicki Minaj,2012,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",66.0,Solo
36,Moves like Jagger,Maroon 5,2012,pop,['pop'],,
36,Moves like Jagger,Christina Aguilera,2012,dance pop,"['dance pop', 'europop', 'pop', 'post-teen pop', 'uk pop']",,
37,Blow Me (One Last Kiss),Pink,2012,,,64.0,Solo
38,Good Time,Owl City,2012,pop,"['pop', 'pop rock', 'post-teen pop']",57.0,Solo
38,Good Time,Owl City,2012,pop,"['pop', 'pop rock', 'post-teen pop']",16.0,Solo
38,Good Time,Carly Rae Jepsen,2012,canadian pop,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",57.0,Solo
38,Good Time,Carly Rae Jepsen,2012,canadian pop,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'uk pop']",16.0,Solo
39,Give Your Heart a Break,Demi Lovato,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",64.0,Solo
40,Niggas in Paris,Jay-Z,2012,,,,
40,Niggas in Paris,Kanye West,2012,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",,
41,The One That Got Away,Katy Perry,2012,dance pop,"['dance pop', 'pop', 'post-teen pop']",55.0,Solo
41,The One That Got Away,Katy Perry,2012,dance pop,"['dance pop', 'pop', 'post-teen pop']",68.0,Solo
42,Feel So Close,Calvin Harris,2012,edm,"['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",,
43,Someone like You,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",75.0,Solo
43,Someone like You,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",27.0,Solo
43,Someone like You,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",4.0,Solo
44,Scream,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",62.0,Solo
45,Rack City,Tyga,2012,pop,"['pop', 'pop rap', 'rap', 'trap music']",60.0,Solo
46,Domino,Jessie J,2012,australian pop,"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop']",66.0,Solo
46,Domino,Jessie J,2012,australian pop,"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'uk pop']",0.0,Solo
47,Gangnam Style,Psy,2012,dance pop,"['dance pop', 'k-hop', 'k-pop']",,
48,International Love,Pitbull,2012,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
48,International Love,Chris Brown,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",57.0,Solo
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",49.0,Solo
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",53.0,Solo
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",53.0,Solo
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",68.0,Solo
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",54.0,Solo
49,Home,Phillip Phillips,2012,folk-pop,"['folk-pop', 'neo mellow', 'pop rock']",52.0,Solo
50,Without You,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",30.0,Solo
50,Without You,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",54.0,Solo
50,Without You,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",45.0,Solo
50,Without You,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",53.0,Solo
50,Without You,David Guetta,2012,dance pop,"['dance pop', 'edm', 'pop']",62.0,Solo
50,Without You,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",30.0,Solo
50,Without You,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",54.0,Solo
50,Without You,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",45.0,Solo
50,Without You,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",53.0,Solo
50,Without You,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",62.0,Solo
51,Ass Back Home,Gym Class Heroes,2012,dance pop,"['dance pop', 'emo', 'pop', 'pop punk', 'pop rap']",,
51,Ass Back Home,Neon Hitch,2012,electropop,['electropop'],,
52,Wanted,Hunter Hayes,2012,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'post-teen pop']",56.0,Solo
52,Wanted,Hunter Hayes,2012,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'post-teen pop']",38.0,Solo
53,Drunk on You,Luke Bryan,2012,contemporary country,"['contemporary country', 'country', 'country road']",64.0,Solo
54,No Lie,2 Chainz,2012,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
54,No Lie,Drake,2012,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,
55,Want U Back,Cher Lloyd,2012,australian pop,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'talent show', 'uk pop', 'viral pop']",60.0,Solo
56,Don't Wake Me Up,Chris Brown,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",60.0,Solo
57,Dance (A$$),Big Sean,2012,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
57,Dance (A$$),Nicki Minaj,2012,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",,
58,Springsteen,Eric Church,2012,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",71.0,Solo
59,Brokenhearted,Karmin,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",59.0,Solo
59,Brokenhearted,Karmin,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",36.0,Solo
60,Not Over You,Gavin DeGraw,2012,acoustic pop,"['acoustic pop', 'neo mellow', 'pop', 'pop rock']",66.0,Solo
61,Stereo Hearts,Gym Class Heroes,2012,dance pop,"['dance pop', 'emo', 'pop', 'pop punk', 'pop rap']",,
61,Stereo Hearts,Adam Levine,2012,pop rock,['pop rock'],,
62,Back in Time,Pitbull,2012,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
63,Work Out,J. Cole,2012,conscious hip hop,"['conscious hip hop', 'nc hip hop', 'pop rap', 'rap']",72.0,Solo
64,Rumour Has It,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",62.0,Solo
64,Rumour Has It,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",24.0,Solo
65,Let's Go,Calvin Harris,2012,edm,"['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",16.0,Solo
65,Let's Go,Calvin Harris,2012,edm,"['edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",52.0,Solo
65,Let's Go,Ne-Yo,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",16.0,Solo
65,Let's Go,Ne-Yo,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",52.0,Solo
66,Good Girl,Carrie Underwood,2012,contemporary country,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",71.0,Solo
66,Good Girl,Carrie Underwood,2012,contemporary country,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",57.0,Solo
67,Pontoon,Little Big Town,2012,contemporary country,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",62.0,Solo
68,Ho Hey,The Lumineers,2012,folk-pop,"['folk-pop', 'indie folk', 'modern rock', 'stomp and holler']",71.0,Solo
69,Paradise,Coldplay,2012,permanent wave,"['permanent wave', 'pop']",76.0,Solo
69,Paradise,Coldplay,2012,permanent wave,"['permanent wave', 'pop']",50.0,Solo
69,Paradise,Coldplay,2012,permanent wave,"['permanent wave', 'pop']",45.0,Collaboration
70,Blown Away,Carrie Underwood,2012,contemporary country,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",61.0,Solo
71,Rolling in the Deep,Adele,2012,british soul,"['british soul', 'pop', 'uk pop']",72.0,Solo
72,Climax,Usher,2012,atl hip hop,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",60.0,Solo
73,"Work Hard, Play Hard",Wiz Khalifa,2012,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",60.0,Solo
74,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",68.0,Solo
75,Pound the Alarm,Nicki Minaj,2012,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",59.0,Solo
76,Come Over,Kenny Chesney,2012,contemporary country,"['contemporary country', 'country', 'country road']",58.0,Solo
77,Heart Attack,Trey Songz,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",24.0,Solo
77,Heart Attack,Trey Songz,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",72.0,Solo
77,Heart Attack,Trey Songz,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",52.0,Solo
77,Heart Attack,Trey Songz,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap music', 'urban contemporary']",4.0,Solo
78,Drank in My Cup,Kirko Bangz,2012,deep pop r&b,"['deep pop r&b', 'pop rap', 'rap', 'southern hip hop', 'trap music']",60.0,Solo
79,Birthday Cake,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",,
79,Birthday Cake,Chris Brown,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",,
80,So Good,B.o.B,2012,atl hip hop,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",61.0,Solo
80,So Good,B.o.B,2012,atl hip hop,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",34.0,Solo
81,50 Ways to Say Goodbye,Train,2012,neo mellow,"['neo mellow', 'pop', 'pop rock']",64.0,Solo
82,Red Solo Cup,Toby Keith,2012,contemporary country,"['contemporary country', 'country', 'country road']",64.0,Solo
83,Love You Like a Love Song,Selena Gomez & the Scene,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",72.0,Solo
84,Turn Up the Music,Chris Brown,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",61.0,Solo
85,Die Young,Kesha,2012,dance pop,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",71.0,Solo
86,5 O'Clock,T-Pain,2012,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",22.0,Solo
86,5 O'Clock,Wiz Khalifa,2012,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",22.0,Solo
86,5 O'Clock,Lily Allen,2012,dance pop,"['dance pop', 'europop', 'folk-pop', 'pop', 'pop rock']",22.0,Solo
87,A Thousand Years,Christina Perri,2012,dance pop,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",77.0,Solo
88,Take a Little Ride,Jason Aldean,2012,contemporary country,"['contemporary country', 'country', 'country road']",37.0,Solo
89,You da One,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",64.0,Solo
90,We Run the Night,Havana Brown,2012,australian dance,"['australian dance', 'australian pop', 'electropop']",,
90,We Run the Night,Pitbull,2012,dance pop,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",,
91,It's Time,Imagine Dragons,2012,modern rock,"['modern rock', 'rock']",68.0,Solo
92,Cashin' Out,Cash Out,2012,,,55.0,Solo
93,I Don't Want This Night to End,Luke Bryan,2012,contemporary country,"['contemporary country', 'country', 'country road']",64.0,Solo
94,Diamonds,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",71.0,Solo
94,Diamonds,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",32.0,Solo
94,Diamonds,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",21.0,Solo
94,Diamonds,Rihanna,2012,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",29.0,Collaboration
95,Hard to Love,Lee Brice,2012,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",69.0,Solo
96,Somethin' 'Bout a Truck,Kip Moore,2012,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",33.0,Solo
97,Adorn,Miguel,2012,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",59.0,Solo
98,Fly Over States,Jason Aldean,2012,contemporary country,"['contemporary country', 'country', 'country road']",38.0,Solo
99,Even If It Breaks Your Heart,Eli Young Band,2012,contemporary country,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'outlaw country', 'texas country']",64.0,Solo
100,Burn It Down,Linkin Park,2012,alternative metal,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",70.0,Solo
1,Thrift Shop,Macklemore & Ryan Lewis,2013,dance pop,"['dance pop', 'pop', 'pop rap']",,
1,Thrift Shop,Wanz,2013,-,[],,
2,Blurred Lines,Robin Thicke,2013,dance pop,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",,
2,Blurred Lines,T.I.,2013,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",,
2,Blurred Lines,Pharrell Williams,2013,pop,"['pop', 'pop rap']",,
3,Radioactive,Imagine Dragons,2013,modern rock,"['modern rock', 'rock']",75.0,Solo
3,Radioactive,Imagine Dragons,2013,modern rock,"['modern rock', 'rock']",58.0,Solo
3,Radioactive,Imagine Dragons,2013,modern rock,"['modern rock', 'rock']",38.0,Solo
3,Radioactive,Imagine Dragons,2013,modern rock,"['modern rock', 'rock']",37.0,Solo
4,Harlem Shake,Baauer,2013,bass trap,"['bass trap', 'brostep', 'electro house', 'electronic trap', 'vapor twitch']",57.0,Solo
5,Can't Hold Us,Macklemore & Ryan Lewis,2013,dance pop,"['dance pop', 'pop', 'pop rap']",,
5,Can't Hold Us,Ray Dalton,2013,,,,
6,Mirrors,Justin Timberlake,2013,dance pop,"['dance pop', 'pop']",74.0,Solo
7,Just Give Me a Reason,Pink,2013,,,,
7,Just Give Me a Reason,Nate Ruess,2013,chamber pop,['chamber pop'],,
8,When I Was Your Man,Bruno Mars,2013,pop,"['pop', 'post-teen pop']",79.0,Solo
9,Cruise,Florida Georgia Line,2013,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",,
9,Cruise,Nelly,2013,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",,
10,Roar,Katy Perry,2013,dance pop,"['dance pop', 'pop', 'post-teen pop']",75.0,Solo
11,Locked Out of Heaven,Bruno Mars,2013,pop,"['pop', 'post-teen pop']",75.0,Solo
12,Ho Hey,The Lumineers,2013,folk-pop,"['folk-pop', 'indie folk', 'modern rock', 'stomp and holler']",71.0,Solo
13,Stay,Rihanna,2013,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",77.0,Solo
13,Stay,Rihanna,2013,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",44.0,Solo
13,Stay,Rihanna,2013,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",54.0,Solo
13,Stay,Rihanna,2013,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",33.0,Solo
13,Stay,Rihanna,2013,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",38.0,Collaboration
13,Stay,Rihanna,2013,dance pop,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",37.0,Solo
