song_id,song_name,year,ranking,artist_name,artist_position,artist_role,word_count,artist_genre,artist_genres,match_method
0,#Beautiful,2013,81,Mariah Carey,1,primary,305.0,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",artist_name
1,#Beautiful,2013,81,Miguel,1,primary,305.0,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",artist_name
2,#thatPower,2013,95,Justin Bieber,1,primary,450.0,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",artist_name
3,#thatPower,2013,95,will.i.am,1,primary,450.0,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",artist_name
4,'03 Bonnie & Clyde,2003,37,Beyoncé,1,primary,672.0,dance pop,"['dance pop', 'pop', 'r&b']",artist_name
5,'03 Bonnie & Clyde,2003,37,Jay-Z,1,primary,672.0,dance pop,,lyrics_1.00
6,'Til You Can't,2022,34,Cody Johnson,1,primary,390.0,contemporary country,"['contemporary country', 'country road', 'modern country rock', 'outlaw country', 'red dirt', 'texas country']",artist_name
7,(When You Gonna) Give It Up to Me,2006,37,Keyshia Cole,1,primary,954.0,dance pop,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",artist_name
8,(When You Gonna) Give It Up to Me,2006,37,Sean Paul,1,primary,954.0,-,[],artist_name
9,0 to 100 / The Catch Up,2014,97,Drake,1,primary,1013.0,canadian hip hop,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",artist_name
10,1 Thing,2005,67,Amerie,1,primary,766.0,alternative r&b,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']",artist_name
11,"1, 2 Step",2005,5,Ciara,1,primary,819.0,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",artist_name
12,"1, 2 Step",2005,5,Missy Elliott,1,primary,334.0,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",artist_name
13,1-800-273-8255,2017,31,Alessia Cara,1,primary,602.0,canadian contemporary r&b,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
14,1-800-273-8255,2018,84,Alessia Cara,1,primary,602.0,canadian contemporary r&b,"['canadian contemporary r&b', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
15,1-800-273-8255,2017,31,Khalid,1,primary,602.0,pop,['pop'],artist_name
16,1-800-273-8255,2018,84,Khalid,1,primary,602.0,pop,['pop'],artist_name
17,1-800-273-8255,2017,31,Logic,1,primary,602.0,conscious hip hop,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",artist_name
18,1-800-273-8255,2018,84,Logic,1,primary,602.0,conscious hip hop,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",artist_name
19,"10,000 Hours",2020,23,Dan + Shay,1,primary,345.0,contemporary country,['contemporary country'],artist_name
20,"10,000 Hours",2020,23,Justin Bieber,1,primary,345.0,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",artist_name
21,100 Years,2004,77,Five for Fighting,1,primary,314.0,acoustic pop,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'post-grunge']",artist_name
22,19 Somethin',2003,84,Mark Wills,1,primary,302.0,contemporary country,"['contemporary country', 'country', 'country road', 'modern country rock']",artist_name
23,2 On,2014,65,ScHoolboy Q,1,primary,587.0,hip hop,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop']",artist_name
24,2 On,2014,65,Tinashe,1,primary,587.0,dance pop,"['dance pop', 'deep pop r&b', 'electropop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",artist_name
25,2 Phones,2016,57,Kevin Gates,1,primary,791.0,hip hop,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
26,2 Step,2007,78,Unk,1,primary,726.0,atl hip hop,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
27,21 Guns,2009,78,Green Day,1,primary,268.0,permanent wave,"['permanent wave', 'pop punk', 'punk', 'rock']",artist_name
28,21 Questions,2003,14,50 Cent,1,primary,654.0,east coast hip hop,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",artist_name
29,21 Questions,2003,14,Nate Dogg,1,primary,654.0,g funk,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",artist_name
30,22,2013,71,Taylor Swift,1,primary,465.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
31,23,2014,90,Juicy J,1,primary,709.0,crunk,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
32,23,2014,90,Mike WiLL Made-It,1,primary,709.0,atl hip hop,"['atl hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
33,23,2014,90,Miley Cyrus,1,primary,709.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
34,23,2014,90,Wiz Khalifa,1,primary,709.0,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
35,24/7,2000,92,Kevon Edmonds,1,primary,261.0,new jack swing,"['new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",artist_name
36,24K Magic,2017,16,Bruno Mars,1,primary,508.0,pop,"['pop', 'post-teen pop']",artist_name
37,3,2009,87,Britney Spears,1,primary,337.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
38,3,2010,69,Britney Spears,1,primary,337.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
39,34+35,2021,21,Ariana Grande,1,primary,522.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
40,34+35,2021,21,Doja Cat,1,primary,211.0,,,artist_name
41,34+35,2021,21,Megan Thee Stallion,1,primary,679.0,dance pop,,lyrics_0.82
42,4 Minutes,2008,23,Justin Timberlake,1,primary,614.0,dance pop,"['dance pop', 'pop']",artist_name
43,4 Minutes,2008,23,Madonna,1,primary,614.0,dance pop,['dance pop'],artist_name
44,4 Minutes,2008,23,Timbaland,1,primary,614.0,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",artist_name
45,5 Foot 9,2022,67,Tyler Hubbard,1,primary,299.0,,,artist_name
46,5 O'Clock,2012,86,Lily Allen,1,primary,924.0,dance pop,"['dance pop', 'europop', 'folk-pop', 'pop', 'pop rock']",artist_name
47,5 O'Clock,2012,86,T-Pain,1,primary,924.0,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",artist_name
48,5 O'Clock,2012,86,Wiz Khalifa,1,primary,924.0,hip hop,"['hip hop', 'pittsburgh rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
49,50 Ways to Say Goodbye,2012,81,Train,1,primary,412.0,neo mellow,"['neo mellow', 'pop', 'pop rock']",artist_name
50,6 Foot 7 Foot,2011,41,Cory Gunz,1,primary,849.0,nyc rap,['nyc rap'],artist_name
51,6 Foot 7 Foot,2011,41,Lil Wayne,1,primary,849.0,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",artist_name
52,679,2015,21,Fetty Wap,1,primary,584.0,new jersey rap,"['new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
53,679,2016,54,Fetty Wap,1,primary,584.0,new jersey rap,"['new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
54,679,2016,54,Remy Boyz,1,primary,584.0,-,[],artist_name
55,7 Days,2002,52,Craig David,1,primary,527.0,british soul,"['british soul', 'dance pop', 'pop', 'tropical house', 'uk pop', 'urban contemporary']",artist_name
56,7 Rings,2019,7,Ariana Grande,1,primary,506.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
57,7 Things,2008,92,Miley Cyrus,1,primary,399.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
58,7 Years,2016,12,Lukas Graham,1,primary,462.0,danish pop,"['danish pop', 'pop', 'scandipop']",artist_name
59,7/11,2015,61,Beyoncé,1,primary,706.0,dance pop,"['dance pop', 'pop', 'r&b']",artist_name
60,A Bay Bay,2007,56,Hurricane Chris,1,primary,913.0,deep southern trap,"['deep southern trap', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
61,A Holly Jolly Christmas,2022,89,Burl Ives,1,primary,212.0,adult standards,"['adult standards', 'american folk revival']",artist_name
62,A Holly Jolly Christmas,2023,71,Burl Ives,1,primary,212.0,adult standards,"['adult standards', 'american folk revival']",artist_name
63,A Lot,2019,42,21 Savage,1,primary,1079.0,atl hip hop,"['atl hip hop', 'rap', 'trap music']",artist_name
64,A Milli,2008,43,Lil Wayne,1,primary,609.0,hip hop,"['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']",artist_name
65,A Moment Like This,2002,39,Kelly Clarkson,1,primary,279.0,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",artist_name
66,A New Day Has Come,2002,91,Celine Dion,1,primary,369.0,,,artist_name
67,A Sky Full of Stars,2014,51,Coldplay,1,primary,204.0,permanent wave,"['permanent wave', 'pop']",artist_name
68,A Thousand Miles,2002,6,Vanessa Carlton,1,primary,285.0,dance pop,"['dance pop', 'folk-pop', 'lilith', 'neo mellow', 'piano rock', 'pop rock']",artist_name
69,A Thousand Years,2012,87,Christina Perri,1,primary,233.0,dance pop,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",artist_name
70,A Woman's Worth,2002,51,Alicia Keys,1,primary,564.0,hip pop,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",artist_name
71,AA,2022,61,Walker Hayes,1,primary,434.0,contemporary country,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",artist_name
72,ABCDEFU,2022,17,Gayle,1,primary,393.0,dance pop,,lyrics_0.73
73,About Damn Time,2022,12,Lizzo,1,primary,403.0,,,artist_name
74,Absolutely (Story of a Girl),2000,35,Nine Days,1,primary,403.0,neo mellow,"['neo mellow', 'pop rock', 'post-grunge']",artist_name
75,According to You,2010,55,Orianthi,1,primary,357.0,candy pop,['candy pop'],artist_name
76,Act Up,2019,68,City Girls,1,primary,547.0,pop,"['pop', 'trap queen']",artist_name
77,Addicted,2008,97,Saving Abel,1,primary,358.0,alternative metal,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']",artist_name
78,Addictive,2002,40,Rakim,1,primary,607.0,east coast hip hop,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",artist_name
79,Addictive,2002,40,Truth Hurts,1,primary,607.0,hip pop,"['hip pop', 'r&b', 'urban contemporary']",artist_name
80,Adore You,2020,6,Harry Styles,1,primary,428.0,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
81,Adore You,2014,100,Miley Cyrus,1,primary,238.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
82,Adorn,2012,97,Miguel,1,primary,376.0,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",artist_name
83,Adorn,2013,84,Miguel,1,primary,376.0,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary']",artist_name
84,Adventure of a Lifetime,2016,95,Coldplay,1,primary,313.0,permanent wave,"['permanent wave', 'pop']",artist_name
85,Again,2001,9,Lenny Kravitz,1,primary,327.0,permanent wave,"['permanent wave', 'pop rock', 'rock']",artist_name
86,Ain't It Fun,2014,47,Paramore,1,primary,608.0,candy pop,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",artist_name
87,Ain't It Funny (Murder Remix),2002,13,Ja Rule,1,primary,563.0,dance pop,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",artist_name
88,Ain't It Funny (Murder Remix),2002,13,Jennifer Lopez,1,primary,582.0,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",artist_name
89,Ain't No Other Man,2006,32,Christina Aguilera,1,primary,618.0,dance pop,"['dance pop', 'europop', 'pop', 'post-teen pop', 'uk pop']",artist_name
90,Ain't Nothing 'bout You,2001,71,Brooks,1,primary,366.0,contemporary country,,lyrics_1.00
90,Ain't Nothing 'bout You,2001,71,Dunn,2,collaboration,366.0,contemporary country,,lyrics_1.00
91,Ain't That Some,2023,92,Morgan Wallen,1,primary,463.0,contemporary country,"['contemporary country', 'country road', 'deep talent show']",artist_name
92,Air Force Ones,2003,40,Ali,1,primary,424.0,-,[],artist_name
93,Air Force Ones,2003,40,Kyjuan,1,primary,866.0,-,[],artist_name
94,Air Force Ones,2003,40,Murphy Lee,1,primary,866.0,dirty south rap,"['dirty south rap', 'pop rap', 'southern hip hop']",artist_name
95,Air Force Ones,2003,40,Nelly,1,primary,866.0,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",artist_name
96,Airplanes,2010,6,B.o.B,1,primary,543.0,atl hip hop,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",artist_name
97,Airplanes,2010,6,Hayley Williams,1,primary,543.0,-,[],artist_name
98,Alejandro,2010,33,Lady Gaga,1,primary,454.0,dance pop,"['dance pop', 'pop']",artist_name
99,All About That Bass,2014,8,Meghan Trainor,1,primary,564.0,dance pop,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
100,All About That Bass,2015,28,Meghan Trainor,1,primary,564.0,dance pop,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
101,All Eyes on You,2015,69,Chris Brown,1,primary,620.0,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",artist_name
102,All Eyes on You,2015,69,Meek Mill,1,primary,620.0,hip hop,"['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
103,All Eyes on You,2015,69,Nicki Minaj,1,primary,620.0,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",artist_name
104,All Falls Down,2004,47,Kanye West,1,primary,783.0,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",artist_name
105,All Falls Down,2004,47,Syleena Johnson,1,primary,783.0,hip pop,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']",artist_name
106,All I Do Is Win,2010,79,DJ Khaled,1,primary,763.0,hip hop,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
107,All I Do Is Win,2010,79,Ludacris,1,primary,339.0,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
108,All I Do Is Win,2010,79,Rick Ross,1,primary,763.0,dirty south rap,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
109,All I Do Is Win,2010,79,Snoop Dogg,1,primary,763.0,g funk,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",artist_name
110,All I Do Is Win,2010,79,T-Pain,1,primary,763.0,dance pop,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",artist_name
111,All I Have,2003,15,Jennifer Lopez,1,primary,898.0,dance pop,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",artist_name
112,All I Have,2003,15,LL Cool J,1,primary,898.0,east coast hip hop,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'new jack swing', 'old school hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'urban contemporary']",artist_name
113,All I Want for Christmas Is You,2020,67,Mariah Carey,1,primary,408.0,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",artist_name
114,All I Want for Christmas Is You,2021,78,Mariah Carey,1,primary,408.0,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",artist_name
115,All I Want for Christmas Is You,2022,65,Mariah Carey,1,primary,408.0,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",artist_name
116,All I Want for Christmas Is You,2023,55,Mariah Carey,1,primary,408.0,dance pop,"['dance pop', 'pop', 'r&b', 'urban contemporary']",artist_name
117,All In My Head (Flex),2016,93,Fetty Wap,1,primary,552.0,new jersey rap,"['new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
118,All In My Head (Flex),2016,93,Fifth Harmony,1,primary,552.0,dance pop,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",artist_name
119,All My Life,2023,25,J. Cole,1,primary,778.0,conscious hip hop,"['conscious hip hop', 'nc hip hop', 'pop rap', 'rap']",artist_name
120,All My Life,2023,25,Lil Durk,1,primary,778.0,chicago drill,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
121,All Summer Long,2008,85,Kid Rock,1,primary,395.0,alternative metal,"['alternative metal', 'nu metal', 'post-grunge', 'rock']",artist_name
122,All Time Low,2017,75,Jon Bellion,1,primary,402.0,modern rock,"['modern rock', 'pop', 'pop rap']",artist_name
123,All Too Well (Taylor's Version),2022,76,Taylor Swift,1,primary,486.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
124,All You Wanted,2002,23,Michelle Branch,1,primary,284.0,candy pop,"['candy pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop rock']",artist_name
125,All for You,2001,3,Janet Jackson,1,primary,912.0,dance pop,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",artist_name
126,All of Me,2014,3,John Legend,1,primary,380.0,neo mellow,"['neo mellow', 'neo soul', 'pop', 'r&b', 'urban contemporary']",artist_name
127,All of the Lights,2011,59,Kanye West,1,primary,579.0,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",artist_name
128,All or Nothing,2001,41,O-Town,1,primary,429.0,boy band,"['boy band', 'dance pop']",artist_name
129,All the Right Moves,2010,54,OneRepublic,1,primary,490.0,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",artist_name
130,All the Small Things,2000,40,Blink 182,1,primary,277.0,dance pop,,lyrics_0.98
131,All the Stars,2018,47,Kendrick Lamar,1,primary,567.0,conscious hip hop,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']",artist_name
132,All the Stars,2018,47,SZA,1,primary,567.0,hip hop,"['hip hop', 'pop', 'pop rap', 'rap']",artist_name
133,All the Way Up,2016,87,Fat Joe,1,primary,545.0,dance pop,"['dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music']",artist_name
134,All the Way Up,2016,87,French Montana,1,primary,545.0,hip hop,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
135,All the Way Up,2016,87,Remy Ma,1,primary,545.0,hip pop,"['hip pop', 'r&b', 'trap queen']",artist_name
136,All to Myself,2019,97,Dan + Shay,1,primary,307.0,contemporary country,['contemporary country'],artist_name
137,Already Gone,2009,95,Kelly Clarkson,1,primary,365.0,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",artist_name
138,Already Gone,2010,74,Kelly Clarkson,1,primary,365.0,australian pop,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'uk pop']",artist_name
139,Always on Time,2002,12,Ashanti,1,primary,726.0,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",artist_name
140,Always on Time,2002,12,Ja Rule,1,primary,726.0,dance pop,"['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",artist_name
141,Am I Wrong,2014,14,Nico,1,primary,499.0,art pop,"['art pop', 'art rock', 'experimental', 'experimental rock', 'folk rock', 'melancholia', 'post-punk', 'singer-songwriter']",artist_name
141,Am I Wrong,2014,14,Vinz,2,collaboration,499.0,dance pop,,lyrics_1.00
142,Amazed,2000,8,Lonestar,1,primary,270.0,contemporary country,"['contemporary country', 'country', 'country road']",artist_name
143,American Boy,2008,39,Estelle,1,primary,736.0,r&b,['r&b'],artist_name
144,American Boy,2008,39,Kanye West,1,primary,736.0,chicago rap,"['chicago rap', 'hip hop', 'pop rap', 'rap']",artist_name
145,American Honey,2010,94,Lady Antebellum,1,primary,225.0,contemporary country,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'neo mellow']",artist_name
146,American Kids,2014,73,Kenny Chesney,1,primary,351.0,contemporary country,"['contemporary country', 'country', 'country road']",artist_name
147,American Soldier,2004,90,Toby Keith,1,primary,266.0,contemporary country,"['contemporary country', 'country', 'country road']",artist_name
148,Amnesia,2014,86,5 Seconds of Summer,1,primary,485.0,boy band,"['boy band', 'dance pop', 'pop', 'post-teen pop']",artist_name
149,Anaconda,2014,36,Nicki Minaj,1,primary,743.0,dance pop,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'rap']",artist_name
150,Angel,2003,69,Amanda Perez,1,primary,386.0,deep pop r&b,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']",artist_name
151,Angel,2001,17,Rayvon,1,primary,591.0,reggae fusion,['reggae fusion'],artist_name
152,Angel,2001,17,Shaggy,1,primary,591.0,dance pop,"['dance pop', 'pop rap', 'reggae fusion']",artist_name
153,Animal,2010,61,Neon Trees,1,primary,335.0,indie pop,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']",artist_name
154,Animal,2011,97,Neon Trees,1,primary,335.0,indie pop,"['indie pop', 'modern rock', 'neo mellow', 'pop', 'pop punk', 'pop rock', 'post-teen pop']",artist_name
155,Animals,2014,62,Maroon 5,1,primary,576.0,pop,['pop'],artist_name
156,Animals,2015,46,Maroon 5,1,primary,576.0,pop,['pop'],artist_name
157,Animals,2014,71,Martin Garrix,1,primary,13.0,big room,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",artist_name
158,Anti-Hero,2023,4,Taylor Swift,1,primary,371.0,dance pop,"['dance pop', 'pop', 'post-teen pop']",artist_name
159,Antidote,2016,75,Travis Scott,1,primary,601.0,pop,"['pop', 'pop rap', 'rap']",artist_name
160,Anyone,2021,74,Justin Bieber,1,primary,363.0,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",artist_name
161,Apologize,2007,66,OneRepublic,1,primary,228.0,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",artist_name
162,Apologize,2008,5,OneRepublic,1,primary,228.0,dance pop,"['dance pop', 'neo mellow', 'piano rock', 'pop', 'pop rap', 'pop rock']",artist_name
163,Applause,2013,37,Lady Gaga,1,primary,533.0,dance pop,"['dance pop', 'pop']",artist_name
164,Arcade,2021,82,Duncan Laurence,1,primary,230.0,dutch pop,['dutch pop'],artist_name
165,Are You Gonna Be My Girl,2004,76,Jet,1,primary,283.0,garage rock,"['garage rock', 'modern rock', 'rock']",artist_name
166,Are You Gonna Kiss Me or Not,2011,96,Thompson Square,1,primary,314.0,contemporary country,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",artist_name
167,Are You Happy Now?,2003,56,Michelle Branch,1,primary,279.0,candy pop,"['candy pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop rock']",artist_name
168,Area Codes,2023,88,Kaliii,1,primary,447.0,,,artist_name
169,As Good as I Once Was,2005,84,Toby Keith,1,primary,385.0,contemporary country,"['contemporary country', 'country', 'country road']",artist_name
170,As It Was,2022,2,Harry Styles,1,primary,264.0,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
171,As It Was,2023,15,Harry Styles,1,primary,264.0,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",artist_name
172,As Long as You Love Me,2012,34,Big Sean,1,primary,617.0,detroit hip hop,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
173,As Long as You Love Me,2012,34,Justin Bieber,1,primary,617.0,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",artist_name
174,Ass Back Home,2012,51,Gym Class Heroes,1,primary,564.0,dance pop,"['dance pop', 'emo', 'pop', 'pop punk', 'pop rap']",artist_name
175,Ass Back Home,2012,51,Neon Hitch,1,primary,564.0,electropop,['electropop'],artist_name
176,Astronaut in the Ocean,2021,20,Masked Wolf,1,primary,477.0,,,artist_name
177,Attention,2017,22,Charlie Puth,1,primary,529.0,dance pop,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",artist_name
178,Austin,2001,76,Blake Shelton,1,primary,311.0,contemporary country,"['contemporary country', 'country', 'country road']",artist_name
179,Ayo,2015,86,Chris Brown,1,primary,683.0,dance pop,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",artist_name
180,Ayo,2015,86,Tyga,1,primary,683.0,pop,"['pop', 'pop rap', 'rap', 'trap music']",artist_name
181,Ayo Technology,2007,87,50 Cent,1,primary,759.0,east coast hip hop,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",artist_name
182,Ayo Technology,2007,87,Justin Timberlake,1,primary,759.0,dance pop,"['dance pop', 'pop']",artist_name
183,Ayo Technology,2007,87,Timbaland,1,primary,759.0,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'rap', 'urban contemporary']",artist_name
184,Baby,2002,81,Ashanti,1,primary,529.0,dance pop,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",artist_name
185,Baby,2019,84,DaBaby,1,primary,575.0,,,artist_name
186,Baby,2010,44,Justin Bieber,1,primary,499.0,canadian pop,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",artist_name
187,Baby,2019,84,Lil Baby,1,primary,435.0,atl hip hop,"['atl hip hop', 'atl trap', 'rap', 'trap music']",artist_name
188,Baby,2010,44,Ludacris,1,primary,499.0,atl hip hop,"['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",artist_name
189,Baby Boy,2003,12,Beyoncé,1,primary,884.0,dance pop,"['dance pop', 'pop', 'r&b']",artist_name
190,Baby Boy,2004,69,Beyoncé,1,primary,884.0,dance pop,"['dance pop', 'pop', 'r&b']",artist_name
191,Baby Boy,2003,12,Sean Paul,1,primary,884.0,-,[],artist_name
192,Baby Boy,2004,69,Sean Paul,1,primary,884.0,-,[],artist_name
193,Baby I'm Back,2005,62,Akon,1,primary,718.0,dance pop,"['dance pop', 'pop', 'pop rap']",artist_name
