genre_1,genre_2,co_occurrence_count
dance rock,disco,1
disco,disco,1
dance rock,europop,1
disco,europop,1
dance pop,motown,1
dance rock,motown,1
disco,motown,1
europop,motown,1
motown,motown,1
dance pop,new romantic,1
dance rock,new romantic,1
disco,new romantic,1
europop,new romantic,1
motown,new romantic,1
new romantic,new romantic,1
dance pop,new wave,1
dance rock,new wave,1
disco,new wave,1
europop,new wave,1
motown,new wave,1
new romantic,new wave,1
new wave,new wave,1
dance pop,new wave pop,1
dance rock,new wave pop,1
disco,new wave pop,1
europop,new wave pop,1
motown,new wave pop,1
new romantic,new wave pop,1
new wave,new wave pop,1
new wave pop,new wave pop,1
dance pop,soft rock,1
dance rock,soft rock,1
disco,soft rock,1
europop,soft rock,1
motown,soft rock,1
new romantic,soft rock,1
new wave,soft rock,1
new wave pop,soft rock,1
soft rock,soft rock,1
atl trap,atl trap,1
atl trap,rap,1
atl trap,southern hip hop,1
atl trap,trap music,1
atl trap,underground hip hop,1
rap,underground hip hop,1
southern hip hop,underground hip hop,1
trap music,underground hip hop,1
underground hip hop,underground hip hop,1
atl trap,vapor trap,1
rap,vapor trap,1
southern hip hop,vapor trap,1
trap music,vapor trap,1
underground hip hop,vapor trap,1
vapor trap,vapor trap,1
