genre_1,genre_2,co_occurrence_count
hip hop,miami hip hop,1
miami hip hop,miami hip hop,1
miami hip hop,pop rap,1
miami hip hop,rap,1
miami hip hop,southern hip hop,1
miami hip hop,trap music,1
glam rock,glam rock,1
glam rock,mellow gold,1
glam rock,piano rock,1
glam rock,rock,1
mellow gold,mellow gold,1
mellow gold,piano rock,1
mellow gold,rock,1
piano rock,rock,1
latin viral pop,latin viral pop,1
latin viral pop,pop,1
latin viral pop,rap latina,1
latin viral pop,reggaeton,1
pop,rap latina,1
pop,reggaeton,1
rap latina,rap latina,1
rap latina,reggaeton,1
reggaeton,trap latino,1
trap latino,trap latino,1
